,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rMinAWSoMR,realization,pfss,UseSurfaceWaveRefl
0,1.3538938895612955,415653.44743430614,238150.9288516827,1.084075535950251,0.7272727272727271,1.0,1.0
1,0.8835325311496854,627458.6442857981,32588.765253312886,1.1223351216409354,0.36363636363636404,1.0,2.0
2,0.5904453756473959,391562.86530196667,229542.939432431,1.136619564704597,0.0909090909090909,1.0,1.0
3,1.1916527292318642,551659.0777784586,158794.48334220797,1.0701794305583463,0.272727272727273,1.0,2.0
4,0.7085421908274293,528392.85004884,272486.5797185339,1.090981995803304,0.272727272727273,1.0,1.0
5,1.3096784584969283,315219.6967974305,66676.07005219907,1.102733994508162,0.45454545454545503,1.0,2.0
6,0.6299700782820583,891532.0636704564,60560.216896701604,1.0683415435254573,0.545454545454545,1.0,1.0
7,1.0690644693933429,489261.4746466279,125645.51533665508,1.0548744266619907,0.36363636363636404,1.0,2.0
8,0.7748764352314175,432849.95537251234,84865.57326978073,1.1483479692833498,0.0,1.0,1.0
9,1.6296894757077098,303707.37612247467,191976.93600319326,1.0760113776195794,0.36363636363636404,1.0,2.0
10,1.6061236681044102,358759.3851611018,110604.58926251158,1.0942383885383606,0.272727272727273,1.0,1.0
11,0.5612956967018545,996443.8809081912,246298.65132970735,1.1241591850295662,1.0,1.0,2.0
12,1.0007614406570793,596956.4696773887,176878.34911979735,1.1122408382361755,0.0909090909090909,1.0,1.0
13,0.7131373620405794,732880.188524723,188000.0188923441,1.0533447035821155,0.0909090909090909,1.0,2.0
14,0.8150400033406914,335541.2371456623,253168.75683143735,1.066408046009019,0.9090909090909091,1.0,1.0
15,0.656721926741302,696413.6213064194,144823.77827866003,1.0806920628994703,0.45454545454545503,1.0,2.0
16,1.1228552654385568,459582.9553902149,211345.6267118454,1.1127020623302086,0.0909090909090909,1.0,1.0
17,0.7997748457454146,604084.7567841411,203406.03093383834,1.0628836825257169,0.0,1.0,2.0
18,1.265919355172664,439131.2887892127,134701.93108543754,1.130830805748701,0.36363636363636404,1.0,1.0
19,0.6041280473582447,765834.0556547046,128589.17185803875,1.0901959816459565,0.0,1.0,2.0
20,0.9746721293404699,364979.6715006232,58658.88800472021,1.0767212382750586,0.18181818181818202,1.0,1.0
21,1.4620059238560499,341714.19739723206,170109.74276578054,1.0621722731506453,0.0,1.0,2.0
22,0.6885312653705478,904004.1670203209,35940.290715079755,1.1326932677766308,0.0909090909090909,1.0,1.0
23,0.8566528031788767,501782.5700342655,101684.63858775795,1.144236834719777,0.0,1.0,2.0
24,0.614190652705729,465914.66665267944,296513.98421963677,1.1084663015324623,0.545454545454545,1.0,1.0
25,2.0870687907747927,327053.99338155985,97015.90705895796,1.1356447795173152,0.36363636363636404,1.0,2.0
26,0.7569173192046583,808970.8920568228,253912.38530399278,1.0752402957296,0.818181818181818,1.0,1.0
27,0.925244417153299,409434.8642975092,184096.44804429263,1.0883112644776702,0.0,1.0,2.0
28,0.5475513435713947,570329.0235251188,77845.390944276,1.0525403945241123,0.45454545454545503,1.0,1.0
29,1.1486929240263999,385283.2589298487,277269.3267976865,1.1408552804263308,0.545454545454545,1.0,2.0
30,0.7332097114250065,308892.8120210767,153953.20710958913,1.1202512142946943,0.9090909090909091,1.0,1.0
31,0.8351754221878946,709405.399300158,84649.28879868239,1.1067764550447463,0.18181818181818202,1.0,2.0
32,0.7856465080752969,351144.34733986855,233447.26100564003,1.057174160843715,0.7272727272727271,1.0,1.0
33,0.8859683573059738,754781.9599509239,172067.7783130668,1.0690726816887035,0.7272727272727271,1.0,2.0
34,1.5573018060810866,425234.9056303501,224641.11836627126,1.109705980378203,0.7272727272727271,1.0,1.0
35,0.5763016749545932,1012524.46398139,91130.3315218538,1.082910239021294,0.545454545454545,1.0,2.0
36,0.9476568076573313,618261.8737220764,164619.13912324235,1.096409395802766,0.0,1.0,1.0
37,0.6944569076411427,851112.568937242,132494.51749026775,1.137925764499232,0.9090909090909091,1.0,2.0
38,0.863381354995072,454701.5218064189,71629.11368301138,1.126406610594131,0.45454545454545503,1.0,1.0
39,0.6338061462901533,512556.2658533454,190568.28542612493,1.115250605228357,0.36363636363636404,1.0,2.0
40,1.1126635539717973,330659.81548279524,130269.11295717582,1.0785592504777015,0.36363636363636404,1.0,1.0
