,BrMin,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StocasticExponent,rMin_AWSoMR,rMinWaveReflection,realization,pfss,UseSurfaceWaveRefl
0,9.786002587061375,0.6638908553682268,627477.0747870207,281445.06506156176,0.12704729126766326,1.0553358717123047,1.1528320126321885,0.7272727272727271,1.0,1.0
1,1.5904283849522471,1.424138339571655,307670.4155653715,225304.82843052596,0.2940305112488568,1.0626201384468004,1.1024478910965454,0.36363636363636404,1.0,2.0
2,6.212331964634359,1.003022276815027,351995.2233880758,136447.17603223398,0.330024690721184,1.084673169720918,1.1695497065014397,0.0909090909090909,1.0,1.0
3,3.563326196745038,0.5810931813530624,408669.83719170094,172381.78517203778,0.18403355272486807,1.1240341638214886,1.1553438212599951,0.272727272727273,1.0,2.0
4,9.239305770024657,1.3075434157624841,450208.530202508,126236.99906514958,0.19191007072106003,1.061300727003254,1.109828719335237,0.272727272727273,1.0,1.0
5,1.0873909038491547,0.8986948795057834,462564.66154009104,295539.5170650445,0.14301444621756673,1.0998692062217743,1.100655012212316,0.45454545454545503,1.0,2.0
6,5.04485868383199,0.5500099155306817,779931.6622316837,100230.71957286447,0.2572109049186111,1.1370167048415167,1.1773773263852296,0.545454545454545,1.0,1.0
7,4.935757722705603,0.6986503399349749,538828.412629664,149443.6490535736,0.2841177325882018,1.0527948082657532,1.0763218522067683,0.36363636363636404,1.0,2.0
8,2.9014659742824733,1.7810895884223283,331966.70413017273,118390.90201305225,0.3243542875722051,1.0761886175721884,1.1670126944641808,0.0,1.0,1.0
9,4.076198597904295,1.1355262085795403,364735.97902804613,236813.90218203887,0.27503531621769073,1.1449784628348425,1.186329000513611,0.36363636363636404,1.0,2.0
10,7.281993352808058,0.8180149449594319,693867.284245789,185379.71526151523,0.19806662665680053,1.0667019508546218,1.107566517751366,0.272727272727273,1.0,1.0
11,8.74632710358128,0.7487515266425908,319922.1359565854,57256.795428693295,0.2210514826513827,1.131063302583061,1.1706256260214265,1.0,1.0,2.0
12,8.007088312879205,0.6004146813601255,946344.9450209737,156293.75667544082,0.20657762879505753,1.0587424925761297,1.1917817196809273,0.0909090909090909,1.0,1.0
13,3.3607377554289997,0.9156544797308743,610227.943956852,248243.17552149296,0.33624286610633136,1.1214972862973809,1.1417382421998994,0.0909090909090909,1.0,2.0
14,5.165165490470827,1.1718314069509508,331194.29498910904,192063.20464611053,0.13920276898890735,1.0811352267162875,1.1656676248243956,0.9090909090909091,1.0,1.0
15,2.012370969168842,0.7154451130516828,384915.2237176895,102147.34334265813,0.11732785221189261,1.1167734577553345,1.1987706978859753,0.45454545454545503,1.0,2.0
16,4.268545943778008,0.6526283329725266,715139.9785652757,62865.13750674203,0.14953268418088556,1.0545313583686948,1.168356401409097,0.0909090909090909,1.0,1.0
17,9.676204277202487,0.8687203005887569,429016.5014564991,205583.75392109156,0.2786137900128961,1.1262627933640033,1.1913682388700277,0.0,1.0,2.0
18,1.4659851999022067,1.084812939092517,512398.92914891243,284439.4537433982,0.2018782452121377,1.088407286419533,1.1371705423452214,0.36363636363636404,1.0,1.0
19,5.711870493832976,0.799292312655598,553522.8244960308,77460.86589759216,0.18156566154211762,1.1027694130083545,1.1743926425286004,0.0,1.0,2.0
20,7.162355512846261,0.6130457821302117,498565.65054506063,261240.9046967514,0.2901017609611154,1.0650390301365407,1.1050990061053958,0.18181818181818202,1.0,1.0
