,BrFactor_ADAPT,PoyntingFluxPerBSi,LperpTimesSqrtBSi,rMinAWSoMR,realization,pfss,UseSurfaceWaveRefl
0,1.3538938895612955,415653.44743430614,238150.9288516827,1.084075535950251,0.7272727272727271,1.0,1.0
1,2.0441377562843264,510617.71754175425,215514.02488024905,1.0501923182280735,1.0,1.0,1.0
2,0.7818859164230526,1028362.0741218328,101859.74218184128,1.110796135221608,0.818181818181818,1.0,2.0
3,2.6537765588052573,345885.50198823214,140523.51274061948,1.1431278018746525,0.7272727272727271,1.0,1.0
4,1.2523038768209518,815140.8601552248,168220.7878259942,1.0959799718577414,0.9090909090909091,1.0,2.0
5,0.8835325311496854,627458.6442857981,32588.765253312886,1.1223351216409354,0.36363636363636404,1.0,2.0
6,0.5904453756473959,391562.86530196667,229542.939432431,1.136619564704597,0.0909090909090909,1.0,1.0
7,1.1916527292318642,551659.0777784586,158794.48334220797,1.0701794305583463,0.272727272727273,1.0,2.0
8,1.8818637043610216,471489.7321537137,47548.38789347559,1.0894248800119386,0.18181818181818202,1.0,1.0
9,0.9610669466480614,789341.2698060274,295139.99932911247,1.1496828917181119,0.45454545454545503,1.0,2.0
10,2.1751346126385034,448271.56104147434,181180.66981667653,1.0748722200514749,0.272727272727273,1.0,1.0
11,1.4777956531383099,715683.6690381169,136063.54252668098,1.1142350278096274,0.36363636363636404,1.0,2.0
12,0.7085421908274293,528392.85004884,272486.5797185339,1.090981995803304,0.272727272727273,1.0,1.0
13,1.3096784584969283,315219.6967974305,66676.07005219907,1.102733994508162,0.45454545454545503,1.0,2.0
14,1.6962710412405433,608512.357994914,106434.13643818349,1.1319251524750142,0.36363636363636404,1.0,1.0
15,0.876586239617318,927538.4644046426,202703.5838412121,1.0790636331308634,0.7272727272727271,1.0,2.0
16,1.5394844897277653,654241.2685230374,196114.7182644345,1.1384471224620938,0.272727272727273,1.0,1.0
17,1.9261099701002242,372618.5265928507,290766.9950486161,1.1207657048478723,1.0,1.0,2.0
18,0.6299700782820583,891532.0636704564,60560.216896701604,1.0683415435254573,0.545454545454545,1.0,1.0
19,1.1003334966301919,1051580.218411982,261859.21298805624,1.12534545508679,0.0,1.0,1.0
20,1.0690644693933429,489261.4746466279,125645.51533665508,1.0548744266619907,0.36363636363636404,1.0,2.0
21,2.243479032218456,540289.7007763386,129915.10160034522,1.117384176631458,1.0,1.0,2.0
22,0.7748764352314175,432849.95537251234,84865.57326978073,1.1483479692833498,0.0,1.0,1.0
23,1.2410869752801954,622756.0242637992,286464.9328496307,1.058525698678568,0.36363636363636404,1.0,1.0
24,1.6296894757077098,303707.37612247467,191976.93600319326,1.0760113776195794,0.36363636363636404,1.0,2.0
25,0.9432743274047972,835462.3412713408,150576.97976008058,1.1348808425012975,0.6363636363636359,1.0,2.0
26,1.6061236681044102,358759.3851611018,110604.58926251158,1.0942383885383606,0.272727272727273,1.0,1.0
27,0.5612956967018545,996443.8809081912,246298.65132970735,1.1241591850295662,1.0,1.0,2.0
28,2.469330890569836,479311.6420507431,268349.5689276606,1.1281548514729365,0.9090909090909091,1.0,1.0
29,1.1667166504450144,759662.8105267882,40788.762643933296,1.0827373711159454,0.36363636363636404,1.0,2.0
30,1.0007614406570793,596956.4696773887,176878.34911979735,1.1122408382361755,0.0909090909090909,1.0,1.0
31,1.4204588971473278,520565.26243686676,51848.39292196557,1.1265977415489032,0.7272727272727271,1.0,1.0
32,2.1129105642065404,402968.4981331229,162930.2084329538,1.10754804268945,0.36363636363636404,1.0,2.0
33,0.7131373620405794,732880.188524723,188000.0188923441,1.0533447035821155,0.0909090909090909,1.0,2.0
34,1.318497529551387,922835.8559310436,117412.62308321893,1.1400784133467823,0.45454545454545503,1.0,1.0
35,0.8150400033406914,335541.2371456623,253168.75683143735,1.066408046009019,0.9090909090909091,1.0,1.0
36,2.4292066543735564,377315.3802379966,36723.720885347575,1.0600951094180346,0.9090909090909091,1.0,2.0
37,0.656721926741302,696413.6213064194,144823.77827866003,1.0806920628994703,0.45454545454545503,1.0,2.0
38,1.1228552654385568,459582.9553902149,211345.6267118454,1.1127020623302086,0.0909090909090909,1.0,1.0
39,1.8153398321382703,567072.3019167781,233884.1687142849,1.146780178300105,0.0,1.0,1.0
40,1.0275490558706224,1096877.5980174541,74860.550025478,1.0922310398658737,0.9090909090909091,1.0,2.0
41,2.2695310755819085,322375.8079111576,248141.41894457862,1.0967754654353485,0.45454545454545503,1.0,1.0
42,1.3675703774392605,841792.337410152,69104.72836112604,1.1423394655575976,0.818181818181818,1.0,2.0
43,0.7997748457454146,604084.7567841411,203406.03093383834,1.0628836825257169,0.0,1.0,2.0
44,1.265919355172664,439131.2887892127,134701.93108543754,1.130830805748701,0.36363636363636404,1.0,1.0
45,1.6556757459416986,534011.6322040558,40528.0745588243,1.110023409128189,0.272727272727273,1.0,1.0
46,0.9013692056760192,1001814.1632899642,268607.71025530994,1.0509607451036573,0.545454545454545,1.0,2.0
47,1.5801003874093296,578126.4988705516,262046.65784491226,1.1165988088119774,0.0,1.0,1.0
48,1.9698896697722377,498138.7294828892,222731.99279559776,1.1489189498592167,0.818181818181818,1.0,2.0
49,0.6041280473582447,765834.0556547046,128589.17185803875,1.0901959816459565,0.0,1.0,2.0
50,1.2094832279719414,977662.5221595168,192775.570275262,1.103492566687055,0.0,1.0,1.0
51,0.9746721293404699,364979.6715006232,58658.88800472021,1.0767212382750586,0.18181818181818202,1.0,1.0
52,1.4620059238560499,341714.19739723206,170109.74276578054,1.0621722731506453,0.0,1.0,2.0
53,0.6885312653705478,904004.1670203209,35940.290715079755,1.1326932677766308,0.0909090909090909,1.0,1.0
54,2.6300601238757375,421748.25947731733,73543.06924156845,1.1150310199707747,1.0,1.0,2.0
55,1.2939574635028839,739101.8114984035,235194.92654129863,1.074084341339767,0.9090909090909091,1.0,1.0
56,0.8566528031788767,501782.5700342655,101684.63858775795,1.144236834719777,0.0,1.0,2.0
57,0.614190652705729,465914.66665267944,296513.98421963677,1.1084663015324623,0.545454545454545,1.0,1.0
58,1.080389764532447,677692.0236647129,92878.12580354512,1.0983311440097168,0.36363636363636404,1.0,2.0
59,1.7737640266679229,396034.1898724437,115563.9532674104,1.0675780984805896,0.0909090909090909,1.0,1.0
60,1.0533372986130418,865011.241286993,227126.62640959024,1.1215372608276084,0.9090909090909091,1.0,2.0
